conversation_id,construct,construct_bipolar,survey_id,survey_name,survey_endTime
0D7C5F97-9F5F-4A9A-A0C1-7F049D473CCD,Banana,not Banana,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:24.284524+00:00
0E98F81B-8C20-428C-84C6-F8789EC1AEA4,Paella - Hearty and Rich,Delicate,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:15.481931+00:00
0E98F81B-8C20-428C-84C6-F8789EC1AEA4,Gyoza - Savory and Satisfying,Light,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:15.481931+00:00
0E98F81B-8C20-428C-84C6-F8789EC1AEA4,Chicken Tikka Masala - Spiced and Bold,Light,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:15.481931+00:00
0E98F81B-8C20-428C-84C6-F8789EC1AEA4,Tiramisu - Rich and Sweet,Subtle,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:15.481931+00:00
0EC7C183-131A-4E9A-9F89-06A3D6C9057E,Pizza: many flavors and toppings,lemon pie: one distinct flavor,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.382581+00:00
0EC7C183-131A-4E9A-9F89-06A3D6C9057E,Pork chops: time-consuming to prepare,hot dogs: easy to prepare,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.382581+00:00
0F911D0A-832C-4D55-B09B-DD2F00EEF32B,Protein-rich,Fatty,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:24.046694+00:00
0F911D0A-832C-4D55-B09B-DD2F00EEF32B,Carbohydrate and Protein balance,Imbalance,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:24.046694+00:00
0F911D0A-832C-4D55-B09B-DD2F00EEF32B,Carbohydrate-rich,Protein-rich,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:24.046694+00:00
0F911D0A-832C-4D55-B09B-DD2F00EEF32B,Freshness,Staleness,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:24.046694+00:00
0FAD144F-823D-43B5-8BC7-C8DEE274DDB5,Tatl? - Tuzlu/Ac?,not Tatl? - Tuzlu/Ac?,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.650314+00:00
0FAD144F-823D-43B5-8BC7-C8DEE274DDB5,Kat?,S?v?,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.650314+00:00
0FAD144F-823D-43B5-8BC7-C8DEE274DDB5,Tavuklu,Tavuksuz,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.650314+00:00
0FAD144F-823D-43B5-8BC7-C8DEE274DDB5,Tatl? - Tuzlu/Ac?,not Tatl? - Tuzlu/Ac?,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.650314+00:00
0FAD144F-823D-43B5-8BC7-C8DEE274DDB5,Ana Yemek,not Ana Yemek,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.650314+00:00
0FAD144F-823D-43B5-8BC7-C8DEE274DDB5,Birliktelik,not Birliktelik,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.650314+00:00
101F62EF-066E-4FDA-BB34-B5A02979D9AD,Homemade,not Homemade,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.676543+00:00
101F62EF-066E-4FDA-BB34-B5A02979D9AD,Everyday Meal,Special Occasion,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.676543+00:00
101F62EF-066E-4FDA-BB34-B5A02979D9AD,Liquid,Thick,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.676543+00:00
101F62EF-066E-4FDA-BB34-B5A02979D9AD,Light,Rich,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.676543+00:00
101F62EF-066E-4FDA-BB34-B5A02979D9AD,Simplicity,Complexity,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.676543+00:00
102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Purpose (Meal Focal Point),Meal Complement,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00
102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Flavor Profile (Savory),Sweet,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00
102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Course of the Meal (Main Course),Dessert,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00
102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Serving Style (Standalone),Accompanied by Sambar and Chutney,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00
102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Main Component (Legumes or Rice/Lentil Batter),Spiced Rice with Protein/Vegetables,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00
102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Cuisine Origin (North Indian/Mughlai),South Indian,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00
102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Texture (Smooth),Texture (Semi-Gravy),b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00
102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Meat/Dairy-Based,Plant-Based,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00
102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Richness,Robustness,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00
10E790F8-D383-4D6B-9EB2-73145922718E,Nutritious,Less Nutritious,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.613566+00:00
10E790F8-D383-4D6B-9EB2-73145922718E,Variety,Simple,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.613566+00:00
10E790F8-D383-4D6B-9EB2-73145922718E,Easy to Eat,Messy,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.613566+00:00
10E790F8-D383-4D6B-9EB2-73145922718E,Fresh,Stale,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.613566+00:00
11F40CAC-BEB2-470B-94BA-6C602989D3E7,Solid,Soup/Liquid,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:22.978763+00:00
11F40CAC-BEB2-470B-94BA-6C602989D3E7,Smooth,Rough/Crispy,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:22.978763+00:00
11F40CAC-BEB2-470B-94BA-6C602989D3E7,Dry,not Dry,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:22.978763+00:00
11F40CAC-BEB2-470B-94BA-6C602989D3E7,Dry,Saucy,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:22.978763+00:00
11F40CAC-BEB2-470B-94BA-6C602989D3E7,Liquid,Solid,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:22.978763+00:00
133DD55B-4D53-4230-B8F5-4B7BF205A928,Tom Yum Fried Rice,not Tom Yum Fried Rice,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:17.419431+00:00
133DD55B-4D53-4230-B8F5-4B7BF205A928,Tom Yum Noodle Soup,not Tom Yum Noodle Soup,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:17.419431+00:00
133DD55B-4D53-4230-B8F5-4B7BF205A928,Vegetarian Tom Yum,not Vegetarian Tom Yum,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:17.419431+00:00
133DD55B-4D53-4230-B8F5-4B7BF205A928,Tom Yum Kung Nam Khon,not Tom Yum Kung Nam Khon,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:17.419431+00:00
133DD55B-4D53-4230-B8F5-4B7BF205A928,Tom Yum Talay,not Tom Yum Talay,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:17.419431+00:00
133DD55B-4D53-4230-B8F5-4B7BF205A928,Tom Yum Goong,not Tom Yum Goong,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:17.419431+00:00
1347610A-ECBA-4F1F-857E-4C9FE946B89B,Popcorn,Lobster,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:16.880347+00:00
1347610A-ECBA-4F1F-857E-4C9FE946B89B,Texture Similarity,Flavor Difference,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:16.880347+00:00
1347610A-ECBA-4F1F-857E-4C9FE946B89B,Long Shelf Life,Freshly Made,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:16.880347+00:00
1347610A-ECBA-4F1F-857E-4C9FE946B89B,Quick Preparation,Complex Preparation,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:16.880347+00:00
14D8D746-06B6-4ABA-848D-B5D96EFC3F4C,Rich,Simple,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.891395+00:00
14D8D746-06B6-4ABA-848D-B5D96EFC3F4C,Nostalgic,Modern,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.891395+00:00
14D8D746-06B6-4ABA-848D-B5D96EFC3F4C,Personal,Impersonal,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.891395+00:00
14D8D746-06B6-4ABA-848D-B5D96EFC3F4C,Versatile,Limited,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.891395+00:00
14EB9749-8784-4B07-A8D5-FE35F128E994,Apple Pie - Traditional and comforting,Exotic Japanese Desserts - Unique and unfamiliar,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:10.918149+00:00
14EB9749-8784-4B07-A8D5-FE35F128E994,Cheesecake - Creamy and rich,Fruit Jelly - Light and less sweet,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:10.918149+00:00
14EB9749-8784-4B07-A8D5-FE35F128E994,Fried Eggs - Health benefits,"White Bread - High in carbs, low in benefits",edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:10.918149+00:00
14EB9749-8784-4B07-A8D5-FE35F128E994,Spaghetti with Cheese - Comforting,Barbecue with Hot Peppers - Bold and adventurous,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:10.918149+00:00
14EB9749-8784-4B07-A8D5-FE35F128E994,Polenta - Unique taste,Meat Pie - Rich flavor,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:10.918149+00:00
152260B3-218F-4E74-AFD2-FF867F5FF37B,Complex,not Complex,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.866768+00:00
152260B3-218F-4E74-AFD2-FF867F5FF37B,Long-lasting,not Long-lasting,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.866768+00:00
152260B3-218F-4E74-AFD2-FF867F5FF37B,Unhealthy,not Unhealthy,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.866768+00:00
152260B3-218F-4E74-AFD2-FF867F5FF37B,Cheap,Expensive,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.866768+00:00
1656C8A0-5458-466B-95E8-0FF669FD4C7D,Decadent,not Decadent,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:24.164867+00:00
1656C8A0-5458-466B-95E8-0FF669FD4C7D,Light,not Light,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:24.164867+00:00
17197F94-1322-4916-ADFD-C44491F1D586,Pepper soup,Chicken tomato soup,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:13.589780+00:00
17FEDCC4-DB19-4F53-B815-3FA87762A0E5,Crisp,Mushy,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.180281+00:00
17FEDCC4-DB19-4F53-B815-3FA87762A0E5,Simple,Complex,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.180281+00:00
17FEDCC4-DB19-4F53-B815-3FA87762A0E5,Crisp,Soft,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.180281+00:00
17FEDCC4-DB19-4F53-B815-3FA87762A0E5,Healthy,Unhealthy,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.180281+00:00
